Date,open,high,low,close,"XAU/USD(Open, Bid)*","XAU/USD(High, Bid)*","XAU/USD(Low, Bid)*","XAU/USD(Close, Bid)*"
22//2017:00:00,1285.33,1285.50,1284.53,1285.18,1284.96,1285.11,1284.20,1284.81
22//2017:00:00,1283.46,1286.80,1283.36,1285.33,1283.10,1286.15,1282.98,1284.98
22//2017:00:00,1283.36,1283.56,1283.26,1283.46,1282.97,1283.20,1282.90,1283.11
22//2017:00:00,1283.76,1283.86,1283.26,1283.35,1283.42,1283.48,1282.89,1282.96
22//2017:00:00,1283.44,1283.87,1283.33,1283.76,1283.08,1283.50,1282.95,1283.40
22//2017:00:00,1283.26,1283.66,1283.24,1283.44,1282.94,1283.30,1282.85,1283.07
22//2017:00:00,1283.76,1283.95,1283.26,1283.26,1283.37,1283.61,1282.89,1282.91
22//2017:00:00,1283.97,1284.26,1283.53,1283.76,1283.59,1283.89,1283.15,1283.38
22//2017:00:00,1283.65,1284.28,1283.58,1283.97,1283.29,1283.93,1283.24,1283.58
22//2017:00:00,1283.87,1284.45,1283.63,1283.65,1283.50,1284.10,1283.27,1283.28
22//2017:00:00,1284.00,1284.78,1283.80,1283.87,1283.54,1284.40,1283.41,1283.51
22//2017:00:00,1283.53,1284.44,1283.39,1284.00,1283.16,1284.07,1283.06,1283.61
22//2017:00:00,1283.44,1283.73,1283.19,1283.54,1283.08,1283.37,1282.83,1283.16
22//2017:00:00,1283.56,1283.62,1283.01,1283.44,1283.18,1283.25,1282.67,1283.07
22//2017:00:00,1283.15,1283.66,1282.93,1283.56,1282.76,1283.30,1282.55,1283.17
22//2017:00:00,1283.63,1283.63,1283.05,1283.16,1283.25,1283.25,1282.66,1282.78
22//2017:00:00,1282.75,1283.71,1282.74,1283.64,1282.38,1283.35,1282.36,1283.25
22//2017:00:00,1282.75,1282.85,1282.54,1282.75,1282.36,1282.49,1282.15,1282.36
22//2017:00:00,1282.54,1283.00,1282.54,1282.74,1282.22,1282.64,1282.14,1282.35
22//2017:00:00,1282.34,1282.84,1282.34,1282.54,1282.04,1282.53,1282.00,1282.21
22//2017:00:00,1282.93,1282.93,1282.04,1282.34,1282.55,1282.57,1281.74,1281.98
22//2017:00:00,1282.82,1282.94,1282.66,1282.92,1282.46,1282.56,1282.30,1282.55
22//2017:00:00,1283.03,1283.04,1282.75,1282.81,1282.66,1282.69,1282.41,1282.46
22//2017:00:00,1283.32,1283.42,1282.93,1283.04,1282.95,1283.04,1282.60,1282.66
22//2017:00:00,1283.00,1283.35,1282.90,1283.32,1282.64,1282.98,1282.51,1282.93
22//2017:00:00,1283.44,1283.56,1282.90,1283.01,1283.05,1283.17,1282.55,1282.64
22//2017:00:00,1282.96,1283.72,1282.93,1283.45,1282.58,1283.35,1282.55,1283.06
22//2017:00:00,1282.94,1283.06,1282.75,1282.96,1282.55,1282.67,1282.40,1282.57
22//2017:00:00,1282.63,1282.96,1282.50,1282.93,1282.25,1282.60,1282.14,1282.54
22//2017:00:00,1283.13,1283.16,1282.60,1282.63,1282.76,1282.82,1282.24,1282.24
22//2017:00:00,1282.28,1283.56,1282.24,1283.13,1281.91,1283.19,1281.88,1282.77
22//2017:00:00,1281.77,1282.28,1281.77,1282.28,1281.38,1281.92,1281.37,1281.90
22//2017:00:00,1281.90,1281.90,1281.66,1281.78,1281.53,1281.53,1281.31,1281.39
22//2017:00:00,1281.95,1281.95,1281.79,1281.90,1281.58,1281.60,1281.47,1281.51
22//2017:00:00,1281.67,1281.97,1281.64,1281.97,1281.30,1281.61,1281.28,1281.58
22//2017:00:00,1281.92,1282.07,1281.64,1281.68,1281.55,1281.69,1281.29,1281.30
22//2017:00:00,1281.93,1282.21,1281.89,1281.94,1281.58,1281.82,1281.50,1281.55
22//2017:00:00,1281.49,1282.00,1281.46,1281.94,1281.13,1281.63,1281.13,1281.58
22//2017:00:00,1281.13,1281.57,1281.09,1281.48,1280.83,1281.23,1280.73,1281.13
22//2017:00:00,1280.91,1281.24,1280.88,1281.11,1280.54,1280.91,1280.54,1280.76
22//2017:00:00,1280.90,1280.97,1280.71,1280.90,1280.54,1280.60,1280.34,1280.54
22//2017:00:00,1280.80,1281.24,1280.80,1280.91,1280.44,1280.85,1280.44,1280.54
22//2017:00:00,1280.91,1280.91,1280.77,1280.81,1280.54,1280.55,1280.40,1280.44
22//2017:00:00,1280.59,1280.92,1280.58,1280.89,1280.26,1280.54,1280.22,1280.54
22//2017:00:00,1280.65,1280.65,1280.46,1280.62,1280.29,1280.29,1280.10,1280.26
21//2017:00:00,1280.45,1280.68,1280.45,1280.64,1280.13,1280.31,1280.12,1280.29
21//2017:00:00,1280.92,1281.02,1280.43,1280.44,1280.59,1280.66,1280.12,1280.13
21//2017:00:00,1280.88,1281.00,1280.82,1280.93,1280.52,1280.68,1280.45,1280.59
21//2017:00:00,1280.42,1281.11,1280.33,1280.88,1280.03,1280.69,1279.98,1280.51
21//2017:00:00,1280.80,1281.10,1280.42,1280.42,1280.42,1280.71,1280.04,1280.04
21//2017:00:00,1280.79,1280.84,1280.62,1280.81,1280.42,1280.48,1280.28,1280.42
21//2017:00:00,1280.65,1281.01,1280.47,1280.80,1280.33,1280.63,1280.13,1280.42
21//2017:00:00,1280.43,1281.04,1280.43,1280.68,1280.06,1280.65,1280.06,1280.33
21//2017:00:00,1280.29,1280.44,1280.26,1280.43,1279.95,1280.07,1279.91,1280.05
21//2017:00:00,1280.55,1280.59,1280.25,1280.29,1280.16,1280.22,1279.91,1279.94
21//2017:00:00,1280.18,1280.57,1280.11,1280.54,1279.82,1280.18,1279.75,1280.15
21//2017:00:00,1280.11,1280.20,1280.00,1280.19,1279.74,1279.85,1279.65,1279.85
21//2017:00:00,1280.11,1280.13,1280.00,1280.10,1279.75,1279.77,1279.64,1279.74
21//2017:00:00,1279.89,1280.14,1279.85,1280.10,1279.55,1279.76,1279.53,1279.75
21//2017:00:00,1279.66,1280.06,1279.66,1279.91,1279.35,1279.72,1279.31,1279.55
21//2017:00:00,1279.91,1279.95,1279.61,1279.68,1279.54,1279.56,1279.26,1279.35
21//2017:00:00,1279.79,1280.01,1279.76,1279.91,1279.41,1279.62,1279.41,1279.53
21//2017:00:00,1280.28,1280.35,1279.67,1279.79,1279.93,1279.96,1279.30,1279.44
21//2017:00:00,1280.08,1280.35,1279.99,1280.27,1279.71,1279.95,1279.64,1279.93
21//2017:00:00,1279.97,1280.09,1279.85,1280.07,1279.61,1279.71,1279.51,1279.71
21//2017:00:00,1279.87,1279.99,1279.84,1279.97,1279.51,1279.64,1279.48,1279.62
21//2017:00:00,1279.57,1279.90,1279.47,1279.88,1279.21,1279.51,1279.12,1279.51
21//2017:00:00,1279.47,1279.67,1279.34,1279.57,1279.08,1279.28,1279.00,1279.20
21//2017:00:00,1279.65,1279.75,1279.33,1279.47,1279.27,1279.38,1278.94,1279.09
21//2017:00:00,1279.83,1280.05,1279.63,1279.65,1279.46,1279.70,1279.25,1279.26
21//2017:00:00,1279.72,1280.03,1279.65,1279.83,1279.35,1279.65,1279.29,1279.47
21//2017:00:00,1280.05,1280.13,1279.66,1279.73,1279.68,1279.79,1279.32,1279.35
21//2017:00:00,1280.57,1280.77,1279.87,1280.06,1280.19,1280.42,1279.53,1279.68
21//2017:00:00,1280.77,1280.78,1280.42,1280.56,1280.40,1280.43,1280.04,1280.19
21//2017:00:00,1281.28,1281.28,1280.60,1280.77,1280.90,1280.92,1280.23,1280.39
21//2017:00:00,1281.28,1281.28,1281.16,1281.28,1280.89,1280.92,1280.78,1280.89
21//2017:00:00,1281.07,1281.41,1281.06,1281.27,1280.71,1281.03,1280.68,1280.88
21//2017:00:00,1281.36,1281.37,1281.01,1281.07,1280.98,1281.04,1280.66,1280.70
21//2017:00:00,1281.38,1281.56,1281.27,1281.36,1281.05,1281.20,1280.91,1281.00
21//2017:00:00,1281.25,1281.46,1281.24,1281.38,1280.88,1281.12,1280.88,1280.99
21//2017:00:00,1281.58,1281.61,1281.11,1281.26,1281.19,1281.28,1280.76,1280.88
21//2017:00:00,1281.08,1281.57,1281.08,1281.57,1280.73,1281.21,1280.71,1281.19
21//2017:00:00,1281.17,1281.28,1280.96,1281.08,1280.79,1280.90,1280.59,1280.72
21//2017:00:00,1281.45,1281.57,1281.04,1281.16,1281.09,1281.19,1280.68,1280.79
21//2017:00:00,1281.37,1281.47,1281.24,1281.44,1280.99,1281.09,1280.89,1281.09
21//2017:00:00,1281.27,1281.46,1281.14,1281.36,1280.89,1281.09,1280.79,1280.99
21//2017:00:00,1281.76,1281.89,1281.05,1281.28,1281.40,1281.51,1280.68,1280.89
21//2017:00:00,1282.04,1282.04,1281.74,1281.77,1281.68,1281.68,1281.39,1281.40
21//2017:00:00,1282.41,1282.46,1281.99,1282.03,1282.06,1282.08,1281.64,1281.68
21//2017:00:00,1282.53,1282.64,1282.29,1282.41,1282.14,1282.27,1281.94,1282.07
21//2017:00:00,1282.23,1282.65,1282.00,1282.54,1281.84,1282.27,1281.63,1282.15
21//2017:00:00,1281.99,1282.26,1281.81,1282.22,1281.64,1281.93,1281.44,1281.83
21//2017:00:00,1282.03,1282.12,1281.69,1282.00,1281.65,1281.75,1281.34,1281.64
21//2017:00:00,1281.82,1282.12,1281.77,1282.04,1281.45,1281.75,1281.45,1281.65
21//2017:00:00,1282.19,1282.22,1281.72,1281.81,1281.85,1281.85,1281.35,1281.45
21//2017:00:00,1282.24,1282.30,1282.08,1282.20,1281.85,1281.95,1281.75,1281.85
21//2017:00:00,1282.11,1282.44,1282.10,1282.23,1281.76,1282.06,1281.76,1281.85
21//2017:00:00,1282.18,1282.25,1281.99,1282.12,1281.86,1281.88,1281.66,1281.76
21//2017:00:00,1282.45,1282.67,1282.01,1282.19,1282.06,1282.29,1281.66,1281.86
21//2017:00:00,1282.32,1282.57,1282.19,1282.41,1281.97,1282.18,1281.85,1282.05
21//2017:00:00,1281.92,1282.35,1281.91,1282.31,1281.58,1281.97,1281.56,1281.97
21//2017:00:00,1281.83,1282.24,1281.80,1281.91,1281.48,1281.88,1281.45,1281.58
21//2017:00:00,1281.89,1282.16,1281.71,1281.83,1281.57,1281.78,1281.35,1281.49
21//2017:00:00,1281.91,1282.20,1281.58,1281.89,1281.54,1281.80,1281.20,1281.55
21//2017:00:00,1282.26,1282.54,1281.90,1281.91,1281.87,1282.15,1281.51,1281.52
21//2017:00:00,1281.80,1282.29,1281.80,1282.25,1281.43,1281.92,1281.43,1281.86
21//2017:00:00,1281.62,1281.89,1281.62,1281.81,1281.23,1281.52,1281.23,1281.43
21//2017:00:00,1281.69,1281.96,1281.51,1281.61,1281.32,1281.58,1281.12,1281.23
21//2017:00:00,1281.41,1281.71,1281.41,1281.68,1281.03,1281.34,1281.03,1281.32
21//2017:00:00,1281.29,1281.41,1281.28,1281.41,1280.91,1281.05,1280.89,1281.04
21//2017:00:00,1281.38,1281.43,1281.18,1281.29,1281.01,1281.05,1280.79,1280.92
21//2017:00:00,1281.80,1281.80,1281.30,1281.39,1281.44,1281.44,1280.89,1281.01
21//2017:00:00,1282.00,1282.20,1281.69,1281.81,1281.64,1281.84,1281.35,1281.44
21//2017:00:00,1280.85,1282.05,1280.85,1282.00,1280.49,1281.67,1280.49,1281.62
21//2017:00:00,1281.33,1281.47,1280.85,1280.85,1280.94,1281.10,1280.48,1280.48
21//2017:00:00,1281.13,1281.33,1281.04,1281.33,1280.70,1280.96,1280.61,1280.95
21//2017:00:00,1281.25,1281.40,1280.79,1281.13,1280.40,1280.88,1280.25,1280.72
21//2017:00:00,1280.71,1281.45,1280.54,1281.45,1280.32,1280.36,1279.44,1279.44
21//2017:00:00,1280.60,1280.71,1280.45,1280.69,1280.17,1280.32,1280.06,1280.30
21//2017:00:00,1280.81,1280.96,1280.58,1280.59,1280.45,1280.57,1280.17,1280.18
21//2017:00:00,1280.83,1281.01,1280.74,1280.81,1280.45,1280.65,1280.35,1280.41
21//2017:00:00,1281.04,1281.05,1280.81,1280.82,1280.66,1280.68,1280.45,1280.45
21//2017:00:00,1280.43,1281.06,1280.32,1281.03,1280.13,1280.67,1279.96,1280.66
21//2017:00:00,1280.52,1280.59,1280.38,1280.41,1280.13,1280.26,1280.01,1280.06
21//2017:00:00,1280.38,1280.55,1280.33,1280.53,1280.07,1280.17,1279.97,1280.14
21//2017:00:00,1280.36,1280.40,1280.21,1280.39,1279.97,1280.07,1279.87,1280.07
21//2017:00:00,1280.37,1280.44,1280.30,1280.34,1279.98,1280.07,1279.97,1279.97
21//2017:00:00,1280.21,1280.58,1280.21,1280.34,1279.86,1280.19,1279.86,1279.97
21//2017:00:00,1279.96,1280.25,1279.95,1280.23,1279.57,1279.86,1279.56,1279.86
21//2017:00:00,1280.09,1280.19,1279.94,1279.95,1279.76,1279.82,1279.55,1279.56
21//2017:00:00,1279.73,1280.36,1279.61,1280.10,1279.37,1280.02,1279.25,1279.76
21//2017:00:00,1279.94,1280.54,1279.71,1279.73,1279.55,1280.14,1279.34,1279.38
21//2017:00:00,1280.31,1280.40,1279.83,1279.93,1279.99,1280.04,1279.48,1279.54
21//2017:00:00,1280.72,1280.94,1280.30,1280.31,1280.34,1280.59,1279.94,1279.97
21//2017:00:00,1280.69,1280.88,1280.57,1280.70,1280.28,1280.48,1280.19,1280.34
21//2017:00:00,1280.72,1281.00,1280.61,1280.69,1280.34,1280.64,1280.24,1280.27
21//2017:00:00,1280.73,1280.77,1280.35,1280.74,1280.34,1280.38,1279.96,1280.35
21//2017:00:00,1281.09,1281.13,1280.68,1280.71,1280.67,1280.74,1280.33,1280.33
21//2017:00:00,1281.03,1281.46,1280.93,1281.08,1280.65,1281.05,1280.55,1280.66
21//2017:00:00,1281.30,1281.64,1281.00,1281.02,1280.92,1281.25,1280.62,1280.63
21//2017:00:00,1281.08,1281.58,1281.08,1281.29,1280.61,1281.21,1280.61,1280.92
21//2017:00:00,1280.71,1281.02,1280.66,1280.99,1280.32,1280.63,1280.31,1280.61
21//2017:00:00,1280.59,1280.95,1280.36,1280.72,1280.21,1280.54,1280.01,1280.33
21//2017:00:00,1280.45,1280.71,1280.11,1280.58,1280.06,1280.32,1279.72,1280.21
21//2017:00:00,1280.63,1280.66,1280.07,1280.44,1280.24,1280.30,1279.70,1280.05
21//2017:00:00,1280.85,1280.94,1280.45,1280.62,1280.43,1280.55,1280.07,1280.23
21//2017:00:00,1280.77,1281.11,1280.45,1280.84,1280.39,1280.72,1280.09,1280.42
21//2017:00:00,1280.88,1280.99,1280.60,1280.76,1280.49,1280.60,1280.21,1280.39
21//2017:00:00,1280.93,1281.01,1280.55,1280.87,1280.58,1280.62,1280.18,1280.48
21//2017:00:00,1281.58,1281.59,1280.53,1280.92,1281.19,1281.20,1280.18,1280.58
21//2017:00:00,1281.34,1281.86,1281.15,1281.59,1280.95,1281.49,1280.76,1281.20
21//2017:00:00,1281.33,1281.55,1281.33,1281.33,1280.95,1281.17,1280.95,1280.95
21//2017:00:00,1281.79,1281.99,1281.34,1281.34,1281.38,1281.60,1280.98,1280.98
21//2017:00:00,1280.91,1281.81,1280.85,1281.79,1280.55,1281.45,1280.46,1281.37
21//2017:00:00,1280.93,1280.98,1280.13,1280.93,1280.54,1280.59,1279.74,1280.55
21//2017:00:00,1280.93,1280.99,1280.72,1280.94,1280.54,1280.60,1280.34,1280.55
21//2017:00:00,1281.23,1281.28,1280.64,1280.94,1280.87,1280.92,1280.25,1280.55
21//2017:00:00,1281.54,1281.73,1281.08,1281.22,1281.16,1281.38,1280.71,1280.84
21//2017:00:00,1282.12,1282.19,1281.34,1281.54,1281.74,1281.80,1280.98,1281.15
21//2017:00:00,1282.31,1282.60,1282.02,1282.12,1281.92,1282.22,1281.63,1281.75
21//2017:00:00,1282.22,1282.32,1281.90,1282.29,1281.85,1281.97,1281.52,1281.90
21//2017:00:00,1282.70,1282.86,1281.82,1282.22,1282.31,1282.50,1281.44,1281.84
21//2017:00:00,1282.29,1282.81,1281.90,1282.69,1281.93,1282.42,1281.52,1282.30
21//2017:00:00,1282.45,1282.45,1281.81,1282.30,1282.10,1282.10,1281.48,1281.93
21//2017:00:00,1282.59,1282.67,1282.27,1282.47,1282.20,1282.30,1281.90,1282.10
21//2017:00:00,1282.80,1282.94,1282.47,1282.56,1282.41,1282.60,1282.10,1282.20
21//2017:00:00,1282.50,1283.06,1282.44,1282.80,1282.11,1282.70,1282.10,1282.42
21//2017:00:00,1282.48,1282.68,1282.35,1282.49,1282.13,1282.32,1281.99,1282.10
21//2017:00:00,1282.38,1282.69,1282.28,1282.50,1281.99,1282.32,1281.92,1282.13
21//2017:00:00,1282.77,1282.88,1282.21,1282.36,1282.38,1282.49,1281.86,1281.97
21//2017:00:00,1283.23,1283.47,1282.63,1282.78,1282.85,1283.08,1282.25,1282.40
21//2017:00:00,1283.55,1283.68,1283.15,1283.22,1283.16,1283.30,1282.78,1282.85
21//2017:00:00,1283.26,1283.97,1283.07,1283.54,1282.87,1283.58,1282.67,1283.15
21//2017:00:00,1282.38,1283.28,1282.32,1283.25,1282.02,1282.90,1281.93,1282.86
21//2017:00:00,1282.14,1282.44,1281.84,1282.39,1281.75,1282.05,1281.45,1282.02
21//2017:00:00,1282.08,1282.44,1281.86,1282.15,1281.75,1282.07,1281.49,1281.76
21//2017:00:00,1282.95,1283.37,1281.88,1282.08,1282.56,1282.98,1281.51,1281.76
21//2017:00:00,1282.87,1282.96,1282.33,1282.96,1282.49,1282.58,1281.94,1282.58
21//2017:00:00,1282.63,1282.97,1282.35,1282.87,1282.24,1282.58,1281.96,1282.48
21//2017:00:00,1282.67,1282.77,1282.27,1282.62,1282.28,1282.39,1281.91,1282.24
21//2017:00:00,1282.97,1283.07,1282.64,1282.66,1282.59,1282.69,1282.25,1282.27
21//2017:00:00,1282.97,1283.15,1282.62,1282.97,1282.58,1282.76,1282.24,1282.58
21//2017:00:00,1283.27,1283.53,1282.87,1282.97,1282.83,1283.14,1282.48,1282.59
21//2017:00:00,1283.37,1283.74,1283.05,1283.27,1282.98,1283.39,1282.61,1282.87
21//2017:00:00,1283.11,1283.69,1283.03,1283.36,1282.78,1283.30,1282.68,1282.97
21//2017:00:00,1282.70,1283.25,1282.48,1283.12,1282.31,1282.88,1282.08,1282.78
21//2017:00:00,1281.70,1282.70,1281.70,1282.70,1281.38,1282.34,1281.31,1282.32
21//2017:00:00,1281.80,1281.90,1281.30,1281.70,1281.44,1281.54,1280.91,1281.37
21//2017:00:00,1281.82,1282.49,1281.77,1281.80,1281.45,1282.13,1281.38,1281.43
21//2017:00:00,1282.08,1282.65,1281.59,1281.82,1281.69,1282.29,1281.24,1281.44
21//2017:00:00,1282.14,1282.27,1281.79,1282.07,1281.75,1281.90,1281.42,1281.68
21//2017:00:00,1282.93,1283.18,1282.10,1282.13,1282.55,1282.79,1281.71,1281.75
21//2017:00:00,1282.46,1282.97,1282.35,1282.94,1282.07,1282.59,1281.97,1282.55
21//2017:00:00,1282.54,1282.65,1282.03,1282.47,1282.15,1282.27,1281.64,1282.08
21//2017:00:00,1282.46,1283.09,1281.94,1282.55,1282.15,1282.72,1281.55,1282.16
21//2017:00:00,1282.58,1282.95,1282.35,1282.46,1282.21,1282.60,1281.98,1282.13
21//2017:00:00,1283.58,1283.70,1282.28,1282.58,1283.22,1283.34,1281.91,1282.22
21//2017:00:00,1284.70,1285.00,1283.58,1283.58,1284.31,1284.64,1283.23,1283.24
21//2017:00:00,1283.60,1284.92,1283.41,1284.69,1283.27,1284.54,1283.07,1284.30
21//2017:00:00,1283.28,1283.78,1282.93,1283.60,1282.93,1283.42,1282.54,1283.29
21//2017:00:00,1283.11,1283.76,1283.01,1283.28,1282.52,1283.40,1282.50,1282.92
21//2017:00:00,1283.43,1283.71,1282.76,1282.99,1283.04,1283.32,1282.37,1282.58
21//2017:00:00,1282.27,1283.95,1282.07,1283.42,1281.89,1283.56,1281.69,1283.03
21//2017:00:00,1281.15,1282.59,1281.15,1282.27,1280.81,1282.24,1280.81,1281.90
21//2017:00:00,1281.97,1282.23,1281.04,1281.15,1281.60,1281.84,1280.68,1280.82
21//2017:00:00,1282.10,1282.41,1281.88,1281.98,1281.75,1282.05,1281.50,1281.60
21//2017:00:00,1281.67,1282.26,1281.38,1282.10,1281.28,1281.85,1281.05,1281.73
21//2017:00:00,1280.45,1282.06,1280.26,1281.64,1280.06,1281.71,1279.87,1281.28
21//2017:00:00,1279.74,1280.68,1279.74,1280.47,1279.39,1280.30,1279.38,1280.08
21//2017:00:00,1280.26,1280.39,1279.56,1279.75,1279.92,1280.01,1279.19,1279.38
21//2017:00:00,1278.78,1281.05,1278.57,1280.26,1278.39,1280.54,1278.17,1279.91
21//2017:00:00,1277.29,1278.80,1276.88,1278.79,1276.92,1278.42,1276.51,1278.40
21//2017:00:00,1276.97,1277.51,1276.91,1277.30,1276.57,1277.13,1276.51,1276.92
21//2017:00:00,1276.88,1277.08,1276.48,1276.96,1276.47,1276.72,1276.14,1276.57
21//2017:00:00,1277.33,1277.46,1276.58,1276.88,1276.96,1277.07,1276.24,1276.49
21//2017:00:00,1277.83,1277.83,1277.16,1277.37,1277.46,1277.46,1276.80,1276.98
21//2017:00:00,1277.69,1277.92,1276.88,1277.84,1277.32,1277.56,1276.52,1277.46
21//2017:00:00,1278.35,1278.76,1277.56,1277.70,1278.02,1278.39,1277.18,1277.32
21//2017:00:00,1278.18,1278.70,1277.96,1278.36,1277.77,1278.37,1277.57,1278.02
21//2017:00:00,1278.14,1278.50,1277.66,1278.18,1277.79,1278.15,1277.29,1277.79
21//2017:00:00,1278.78,1278.89,1278.13,1278.14,1278.40,1278.52,1277.74,1277.78
21//2017:00:00,1278.65,1278.88,1278.32,1278.78,1278.29,1278.55,1277.96,1278.41
21//2017:00:00,1278.75,1278.93,1277.97,1278.65,1278.41,1278.56,1277.62,1278.30
21//2017:00:00,1278.54,1279.13,1278.42,1278.75,1278.18,1278.74,1278.07,1278.40
21//2017:00:00,1278.16,1278.83,1278.14,1278.54,1277.81,1278.46,1277.78,1278.19
21//2017:00:00,1278.37,1278.37,1277.88,1278.16,1278.01,1278.03,1277.49,1277.80
21//2017:00:00,1277.56,1278.47,1277.24,1278.36,1277.23,1278.12,1276.85,1278.01
21//2017:00:00,1277.94,1278.03,1277.45,1277.56,1277.57,1277.65,1277.10,1277.22
21//2017:00:00,1277.95,1278.14,1277.84,1277.94,1277.56,1277.77,1277.47,1277.58
21//2017:00:00,1278.71,1278.72,1277.70,1277.95,1278.34,1278.34,1277.35,1277.58
21//2017:00:00,1278.91,1278.91,1278.32,1278.70,1278.55,1278.57,1277.97,1278.34
21//2017:00:00,1278.62,1279.01,1278.50,1278.91,1278.24,1278.62,1278.14,1278.56
21//2017:00:00,1278.54,1278.65,1278.25,1278.60,1278.16,1278.26,1277.86,1278.24
21//2017:00:00,1278.71,1278.82,1278.50,1278.53,1278.33,1278.45,1278.13,1278.16
21//2017:00:00,1279.32,1279.43,1278.52,1278.72,1278.93,1279.04,1278.13,1278.33
21//2017:00:00,1279.12,1279.32,1278.98,1279.31,1278.74,1278.93,1278.60,1278.92
21//2017:00:00,1278.11,1279.12,1278.07,1279.12,1277.72,1278.75,1277.72,1278.73
21//2017:00:00,1278.91,1279.20,1278.11,1278.11,1278.54,1278.84,1277.72,1277.73
21//2017:00:00,1279.18,1279.21,1278.80,1278.91,1278.79,1278.86,1278.44,1278.55
21//2017:00:00,1278.91,1279.41,1278.90,1279.17,1278.52,1279.03,1278.51,1278.79
21//2017:00:00,1278.78,1279.00,1278.73,1278.90,1278.45,1278.67,1278.36,1278.51
21//2017:00:00,1278.27,1278.87,1277.99,1278.78,1277.91,1278.51,1277.65,1278.44
21//2017:00:00,1278.46,1278.68,1278.07,1278.27,1278.12,1278.35,1277.71,1277.90
21//2017:00:00,1279.07,1279.20,1278.28,1278.46,1278.75,1278.88,1277.96,1278.13
21//2017:00:00,1279.87,1279.87,1278.86,1279.07,1279.49,1279.52,1278.43,1278.74
21//2017:00:00,1280.17,1280.18,1279.75,1279.87,1279.79,1279.82,1279.38,1279.50
21//2017:00:00,1280.07,1280.34,1279.79,1280.17,1279.69,1279.97,1279.42,1279.80
21//2017:00:00,1279.79,1280.31,1279.69,1280.07,1279.45,1279.97,1279.34,1279.71
21//2017:00:00,1280.46,1280.46,1279.46,1279.85,1280.07,1280.09,1279.09,1279.46
21//2017:00:00,1280.76,1280.86,1280.37,1280.46,1280.40,1280.50,1280.03,1280.08
21//2017:00:00,1280.49,1280.89,1280.49,1280.76,1280.13,1280.53,1280.12,1280.39
21//2017:00:00,1280.77,1280.96,1280.43,1280.49,1280.38,1280.62,1280.06,1280.14
21//2017:00:00,1280.83,1281.04,1280.67,1280.76,1280.52,1280.65,1280.29,1280.38
21//2017:00:00,1280.75,1280.96,1280.51,1280.83,1280.36,1280.62,1280.15,1280.53
21//2017:00:00,1280.56,1280.77,1280.20,1280.76,1280.20,1280.42,1279.83,1280.38
21//2017:00:00,1280.51,1280.80,1280.18,1280.56,1280.12,1280.47,1279.81,1280.19
21//2017:00:00,1280.32,1280.70,1280.20,1280.49,1279.96,1280.34,1279.82,1280.10
21//2017:00:00,1281.01,1281.11,1280.28,1280.32,1280.63,1280.74,1279.92,1279.95
21//2017:00:00,1280.90,1281.02,1280.59,1281.00,1280.52,1280.64,1280.24,1280.63
21//2017:00:00,1280.81,1281.01,1280.40,1280.89,1280.43,1280.63,1280.05,1280.52
21//2017:00:00,1280.69,1280.93,1280.58,1280.81,1280.32,1280.55,1280.22,1280.42
21//2017:00:00,1280.91,1281.11,1280.60,1280.68,1280.55,1280.75,1280.23,1280.32
21//2017:00:00,1280.69,1281.11,1280.31,1280.92,1280.33,1280.75,1279.96,1280.55
21//2017:00:00,1280.83,1281.00,1280.60,1280.70,1280.44,1280.63,1280.23,1280.33
21//2017:00:00,1280.73,1280.87,1280.31,1280.83,1280.33,1280.52,1279.95,1280.45
21//2017:00:00,1280.52,1280.94,1280.43,1280.70,1280.15,1280.58,1280.06,1280.33
21//2017:00:00,1280.90,1280.93,1280.28,1280.52,1280.53,1280.56,1279.93,1280.13
21//2017:00:00,1280.91,1281.06,1280.72,1280.91,1280.54,1280.71,1280.33,1280.53
21//2017:00:00,1280.67,1281.07,1280.52,1280.92,1280.31,1280.69,1280.16,1280.54
21//2017:00:00,1280.69,1281.01,1280.54,1280.68,1280.31,1280.64,1280.19,1280.31
21//2017:00:00,1280.41,1280.92,1280.33,1280.70,1280.03,1280.56,1279.97,1280.31
21//2017:00:00,1280.69,1281.05,1280.35,1280.41,1280.32,1280.68,1279.97,1280.02
21//2017:00:00,1280.40,1280.69,1280.09,1280.69,1280.00,1280.33,1279.70,1280.33
21//2017:00:00,1280.60,1280.68,1280.31,1280.40,1280.22,1280.33,1279.94,1280.03
21//2017:00:00,1280.84,1280.99,1280.58,1280.58,1280.48,1280.64,1280.22,1280.22
21//2017:00:00,1280.87,1280.94,1280.50,1280.84,1280.51,1280.56,1280.16,1280.47
21//2017:00:00,1280.68,1281.14,1280.58,1280.87,1280.30,1280.78,1280.21,1280.49
21//2017:00:00,1280.56,1280.78,1280.42,1280.68,1280.21,1280.44,1280.04,1280.29
21//2017:00:00,1280.37,1280.77,1280.09,1280.57,1280.01,1280.44,1279.79,1280.21
21//2017:00:00,1280.48,1280.68,1280.19,1280.37,1280.10,1280.34,1279.87,1279.99
21//2017:00:00,1281.03,1281.10,1280.48,1280.48,1280.68,1280.76,1280.09,1280.09
21//2017:00:00,1280.86,1281.69,1280.79,1281.00,1280.48,1281.30,1280.44,1280.65
21//2017:00:00,1280.86,1281.32,1280.76,1280.86,1280.48,1280.98,1280.37,1280.49
21//2017:00:00,1280.91,1281.18,1280.80,1280.85,1280.53,1280.81,1280.42,1280.48
