Date,open,high,low,close,"XAU/USD(Open, Bid)*","XAU/USD(High, Bid)*","XAU/USD(Low, Bid)*","XAU/USD(Close, Bid)*"
14//2017:00:00,1281.27,1281.62,1281.26,1281.43,1280.91,1281.32,1280.89,1281.08
14//2017:00:00,1281.28,1281.48,1281.11,1281.27,1280.92,1281.09,1280.76,1280.93
14//2017:00:00,1281.56,1281.63,1281.24,1281.28,1281.21,1281.26,1280.88,1280.93
14//2017:00:00,1281.69,1281.78,1281.56,1281.57,1281.30,1281.44,1281.19,1281.21
14//2017:00:00,1281.69,1281.88,1281.65,1281.68,1281.32,1281.50,1281.30,1281.30
14//2017:00:00,1281.95,1281.99,1281.54,1281.69,1281.58,1281.62,1281.19,1281.30
14//2017:00:00,1281.94,1282.07,1281.77,1281.95,1281.55,1281.68,1281.39,1281.57
14//2017:00:00,1282.01,1282.25,1281.84,1281.94,1281.64,1281.88,1281.49,1281.54
14//2017:00:00,1281.77,1282.20,1281.75,1282.01,1281.41,1281.86,1281.39,1281.63
14//2017:00:00,1281.59,1281.78,1281.59,1281.77,1281.22,1281.42,1281.21,1281.40
14//2017:00:00,1281.68,1281.80,1281.49,1281.59,1281.30,1281.44,1281.12,1281.23
14//2017:00:00,1281.42,1281.69,1281.39,1281.69,1281.06,1281.34,1281.05,1281.30
14//2017:00:00,1281.48,1281.49,1281.24,1281.42,1281.10,1281.14,1280.86,1281.05
14//2017:00:00,1281.37,1281.63,1281.36,1281.48,1281.02,1281.25,1280.99,1281.11
14//2017:00:00,1281.67,1281.67,1281.37,1281.37,1281.28,1281.34,1281.00,1281.01
14//2017:00:00,1281.99,1282.09,1281.67,1281.67,1281.62,1281.70,1281.20,1281.27
14//2017:00:00,1281.96,1282.08,1281.86,1281.99,1281.62,1281.70,1281.50,1281.61
14//2017:00:00,1281.89,1282.10,1281.86,1281.98,1281.51,1281.73,1281.49,1281.62
14//2017:00:00,1281.99,1282.18,1281.89,1281.89,1281.63,1281.79,1281.50,1281.52
14//2017:00:00,1282.29,1282.29,1281.97,1281.99,1281.90,1281.93,1281.59,1281.62
14//2017:00:00,1282.46,1282.58,1282.26,1282.27,1282.09,1282.20,1281.90,1281.90
14//2017:00:00,1282.27,1282.49,1282.19,1282.49,1281.88,1282.12,1281.82,1282.10
14//2017:00:00,1282.14,1282.33,1282.00,1282.26,1281.78,1281.94,1281.64,1281.88
14//2017:00:00,1282.14,1282.36,1282.09,1282.14,1281.78,1281.98,1281.71,1281.79
14//2017:00:00,1282.21,1282.34,1282.03,1282.11,1281.83,1281.94,1281.69,1281.75
14//2017:00:00,1282.28,1282.49,1281.91,1282.20,1281.92,1282.10,1281.54,1281.81
14//2017:00:00,1282.73,1282.87,1282.25,1282.28,1282.38,1282.48,1281.89,1281.91
14//2017:00:00,1282.99,1283.08,1282.68,1282.74,1282.60,1282.72,1282.30,1282.38
14//2017:00:00,1282.58,1283.11,1282.58,1282.98,1282.20,1282.72,1282.20,1282.60
14//2017:00:00,1282.30,1282.75,1282.18,1282.57,1281.92,1282.37,1281.80,1282.20
14//2017:00:00,1282.29,1282.39,1282.15,1282.30,1281.91,1282.01,1281.78,1281.93
14//2017:00:00,1282.30,1282.47,1282.14,1282.29,1281.94,1282.11,1281.78,1281.90
14//2017:00:00,1282.50,1282.58,1282.21,1282.30,1282.15,1282.22,1281.85,1281.93
14//2017:00:00,1283.05,1283.08,1282.44,1282.50,1282.66,1282.75,1282.08,1282.16
14//2017:00:00,1283.22,1283.23,1282.89,1283.03,1282.85,1282.85,1282.55,1282.66
14//2017:00:00,1282.79,1283.57,1282.71,1283.23,1282.39,1283.23,1282.35,1282.85
14//2017:00:00,1283.24,1283.45,1282.47,1282.79,1282.85,1283.06,1282.14,1282.40
14//2017:00:00,1282.23,1283.38,1282.10,1283.23,1281.84,1283.04,1281.74,1282.85
14//2017:00:00,1281.91,1282.69,1281.91,1282.22,1281.55,1282.33,1281.54,1281.83
14//2017:00:00,1281.60,1281.99,1281.42,1281.92,1281.25,1281.61,1281.04,1281.55
14//2017:00:00,1281.51,1281.67,1281.23,1281.62,1281.15,1281.30,1280.88,1281.25
14//2017:00:00,1281.12,1281.53,1281.01,1281.52,1280.75,1281.16,1280.62,1281.15
14//2017:00:00,1281.22,1281.42,1280.97,1281.13,1280.85,1281.04,1280.61,1280.75
14//2017:00:00,1281.22,1281.42,1281.11,1281.22,1280.86,1281.05,1280.73,1280.84
14//2017:00:00,1281.11,1281.27,1280.97,1281.26,1280.74,1280.93,1280.61,1280.90
14//2017:00:00,1281.56,1281.71,1280.99,1281.11,1281.19,1281.36,1280.61,1280.73
14//2017:00:00,1281.44,1281.69,1281.20,1281.57,1281.09,1281.39,1280.86,1281.19
14//2017:00:00,1281.31,1281.77,1281.07,1281.41,1280.97,1281.49,1280.72,1281.09
14//2017:00:00,1281.07,1281.31,1281.00,1281.31,1280.73,1281.02,1280.64,1280.99
14//2017:00:00,1280.70,1281.12,1280.61,1281.09,1280.29,1280.79,1280.24,1280.74
14//2017:00:00,1281.30,1281.35,1280.51,1280.69,1280.94,1280.98,1280.15,1280.29
14//2017:00:00,1281.10,1281.42,1281.00,1281.30,1280.76,1281.09,1280.66,1280.93
14//2017:00:00,1281.10,1281.30,1280.90,1281.10,1280.75,1280.96,1280.53,1280.75
14//2017:00:00,1281.18,1281.31,1280.90,1281.08,1280.82,1280.93,1280.54,1280.75
14//2017:00:00,1281.00,1281.22,1280.99,1281.19,1280.68,1280.86,1280.65,1280.82
14//2017:00:00,1280.87,1281.00,1280.79,1280.98,1280.51,1280.68,1280.45,1280.68
14//2017:00:00,1281.20,1281.20,1280.70,1280.88,1280.82,1280.82,1280.33,1280.51
14//2017:00:00,1281.20,1281.28,1281.09,1281.20,1280.83,1280.92,1280.71,1280.81
14//2017:00:00,1281.14,1281.34,1281.12,1281.20,1280.78,1281.01,1280.74,1280.82
14//2017:00:00,1280.99,1281.15,1280.96,1281.14,1280.60,1280.79,1280.58,1280.76
14//2017:00:00,1281.17,1281.18,1280.96,1280.98,1280.79,1280.80,1280.58,1280.59
14//2017:00:00,1280.90,1281.17,1280.90,1281.16,1280.51,1280.79,1280.51,1280.79
14//2017:00:00,1280.84,1281.00,1280.80,1280.90,1280.44,1280.60,1280.39,1280.50
14//2017:00:00,1280.66,1280.87,1280.56,1280.83,1280.22,1280.49,1280.14,1280.44
14//2017:00:00,1280.32,1280.81,1280.32,1280.66,1279.89,1280.40,1279.89,1280.21
14//2017:00:00,1280.95,1280.95,1279.50,1280.32,1280.25,1280.25,1278.80,1279.88
14//2017:00:00,1280.72,1281.17,1280.07,1281.17,1280.35,1280.51,1279.16,1279.16
14//2017:00:00,1280.91,1281.02,1280.70,1280.73,1280.52,1280.62,1280.34,1280.35
14//2017:00:00,1280.98,1281.01,1280.87,1280.87,1280.59,1280.62,1280.51,1280.52
14//2017:00:00,1280.88,1280.98,1280.88,1280.97,1280.54,1280.64,1280.52,1280.59
14//2017:00:00,1280.98,1281.00,1280.87,1280.88,1280.60,1280.62,1280.51,1280.53
14//2017:00:00,1280.78,1281.05,1280.77,1280.97,1280.41,1280.69,1280.31,1280.60
14//2017:00:00,1280.89,1280.99,1280.75,1280.75,1280.50,1280.61,1280.41,1280.41
14//2017:00:00,1280.77,1280.89,1280.68,1280.88,1280.38,1280.50,1280.29,1280.49
14//2017:00:00,1280.59,1280.95,1280.59,1280.76,1280.23,1280.56,1280.20,1280.37
14//2017:00:00,1280.49,1280.68,1280.49,1280.59,1280.15,1280.29,1280.12,1280.22
14//2017:00:00,1280.58,1280.62,1280.49,1280.49,1280.22,1280.26,1280.11,1280.16
14//2017:00:00,1280.48,1281.15,1280.48,1280.58,1280.15,1280.76,1280.14,1280.24
14//2017:00:00,1281.08,1281.09,1280.36,1280.48,1280.69,1280.71,1279.97,1280.14
14//2017:00:00,1281.18,1281.37,1281.03,1281.09,1280.80,1280.98,1280.66,1280.70
14//2017:00:00,1281.76,1281.87,1281.17,1281.18,1281.37,1281.48,1280.78,1280.81
14//2017:00:00,1281.62,1281.89,1281.62,1281.75,1281.28,1281.56,1281.28,1281.36
14//2017:00:00,1282.03,1282.06,1281.53,1281.62,1281.66,1281.67,1281.19,1281.27
14//2017:00:00,1281.81,1282.06,1281.79,1282.04,1281.46,1281.67,1281.46,1281.66
14//2017:00:00,1281.54,1281.88,1281.43,1281.82,1281.17,1281.50,1281.07,1281.46
14//2017:00:00,1281.28,1281.74,1281.15,1281.53,1280.89,1281.37,1280.78,1281.17
14//2017:00:00,1281.18,1281.30,1281.12,1281.27,1280.83,1280.92,1280.76,1280.88
14//2017:00:00,1281.34,1281.43,1281.07,1281.18,1280.95,1281.06,1280.68,1280.81
14//2017:00:00,1281.37,1281.45,1281.17,1281.33,1281.00,1281.04,1280.80,1280.94
14//2017:00:00,1281.57,1281.58,1281.07,1281.38,1281.18,1281.19,1280.72,1281.00
14//2017:00:00,1281.78,1281.88,1281.26,1281.56,1281.41,1281.50,1280.90,1281.17
14//2017:00:00,1282.17,1282.24,1281.75,1281.78,1281.81,1281.88,1281.38,1281.42
14//2017:00:00,1282.15,1282.36,1282.10,1282.17,1281.76,1281.97,1281.74,1281.80
14//2017:00:00,1282.16,1282.37,1281.95,1282.16,1281.77,1281.99,1281.58,1281.77
14//2017:00:00,1282.51,1282.52,1282.12,1282.17,1282.11,1282.14,1281.74,1281.78
14//2017:00:00,1282.37,1282.62,1282.07,1282.52,1281.98,1282.26,1281.72,1282.11
14//2017:00:00,1282.44,1282.51,1282.14,1282.36,1282.05,1282.14,1281.75,1281.97
14//2017:00:00,1282.24,1282.51,1282.17,1282.46,1281.85,1282.11,1281.78,1282.07
14//2017:00:00,1282.25,1282.36,1282.05,1282.22,1281.86,1282.00,1281.68,1281.85
14//2017:00:00,1282.32,1282.36,1282.06,1282.24,1281.90,1281.98,1281.69,1281.85
14//2017:00:00,1282.96,1282.96,1282.26,1282.33,1282.58,1282.59,1281.88,1281.91
14//2017:00:00,1282.84,1283.16,1282.81,1282.95,1282.45,1282.78,1282.45,1282.56
14//2017:00:00,1282.84,1283.20,1282.76,1282.79,1282.45,1282.83,1282.39,1282.45
14//2017:00:00,1282.26,1282.86,1282.14,1282.85,1281.87,1282.47,1281.75,1282.46
14//2017:00:00,1282.66,1282.74,1282.04,1282.26,1282.27,1282.35,1281.65,1281.88
14//2017:00:00,1283.41,1283.41,1282.63,1282.65,1283.05,1283.05,1282.25,1282.26
14//2017:00:00,1283.62,1283.79,1283.26,1283.41,1283.23,1283.39,1282.87,1283.04
14//2017:00:00,1283.19,1283.88,1283.14,1283.60,1282.80,1283.49,1282.75,1283.21
14//2017:00:00,1283.31,1283.45,1282.68,1283.18,1282.91,1283.06,1282.30,1282.79
14//2017:00:00,1282.78,1283.54,1282.78,1283.30,1282.39,1283.15,1282.39,1282.90
14//2017:00:00,1282.18,1283.30,1282.17,1282.76,1281.79,1282.92,1281.78,1282.37
14//2017:00:00,1283.00,1283.01,1281.88,1282.19,1282.61,1282.66,1281.49,1281.80
14//2017:00:00,1282.12,1283.11,1282.06,1282.99,1281.73,1282.78,1281.67,1282.60
14//2017:00:00,1281.30,1282.26,1281.27,1282.11,1280.93,1281.87,1280.90,1281.72
14//2017:00:00,1280.65,1281.43,1280.34,1281.29,1280.30,1281.04,1279.95,1280.93
14//2017:00:00,1280.35,1280.76,1280.20,1280.63,1279.96,1280.37,1279.85,1280.30
14//2017:00:00,1280.13,1280.51,1279.71,1280.34,1279.75,1280.15,1279.35,1279.95
14//2017:00:00,1279.75,1280.24,1279.75,1280.15,1279.36,1279.88,1279.36,1279.76
14//2017:00:00,1279.50,1279.85,1279.22,1279.74,1279.15,1279.49,1278.86,1279.35
14//2017:00:00,1279.35,1279.70,1279.14,1279.51,1278.96,1279.39,1278.78,1279.15
14//2017:00:00,1279.35,1279.44,1279.04,1279.36,1278.96,1279.05,1278.65,1278.97
14//2017:00:00,1278.93,1279.40,1278.88,1279.34,1278.55,1279.05,1278.55,1278.95
14//2017:00:00,1279.14,1279.20,1278.74,1278.92,1278.75,1278.81,1278.35,1278.55
14//2017:00:00,1278.95,1279.25,1278.82,1279.15,1278.56,1278.86,1278.45,1278.76
14//2017:00:00,1278.48,1278.98,1278.43,1278.94,1278.09,1278.59,1278.05,1278.55
14//2017:00:00,1278.52,1278.85,1278.42,1278.49,1278.14,1278.46,1278.05,1278.10
14//2017:00:00,1278.83,1279.03,1278.43,1278.50,1278.49,1278.68,1278.04,1278.10
14//2017:00:00,1280.10,1280.22,1278.82,1278.83,1279.71,1279.86,1278.50,1278.50
14//2017:00:00,1280.78,1280.92,1279.72,1280.11,1280.39,1280.55,1279.37,1279.72
14//2017:00:00,1280.51,1281.03,1280.27,1280.79,1280.12,1280.66,1279.89,1280.40
14//2017:00:00,1280.17,1280.69,1279.97,1280.50,1279.78,1280.30,1279.64,1280.11
14//2017:00:00,1280.34,1280.56,1279.88,1280.17,1279.86,1280.17,1279.54,1279.84
14//2017:00:00,1279.46,1280.55,1279.44,1280.34,1279.09,1280.21,1279.06,1279.94
14//2017:00:00,1279.18,1279.54,1278.89,1279.46,1278.86,1279.16,1278.61,1279.08
14//2017:00:00,1279.43,1279.49,1278.88,1279.19,1279.03,1279.12,1278.56,1278.86
14//2017:00:00,1280.13,1280.38,1279.30,1279.41,1279.76,1280.01,1278.95,1279.02
14//2017:00:00,1279.46,1280.13,1279.36,1280.13,1279.18,1279.79,1279.07,1279.77
14//2017:00:00,1278.84,1279.99,1278.75,1279.53,1278.47,1279.63,1278.39,1279.18
14//2017:00:00,1278.27,1278.89,1277.79,1278.83,1277.97,1278.51,1277.41,1278.47
14//2017:00:00,1278.88,1279.08,1278.13,1278.29,1278.50,1278.70,1277.77,1277.97
14//2017:00:00,1278.47,1278.98,1278.01,1278.86,1278.08,1278.67,1277.67,1278.50
14//2017:00:00,1277.97,1278.55,1277.92,1278.48,1277.59,1278.17,1277.54,1278.09
14//2017:00:00,1279.26,1279.58,1277.93,1277.96,1278.93,1279.19,1277.55,1277.57
14//2017:00:00,1278.81,1279.51,1278.65,1279.27,1278.39,1279.14,1278.28,1278.93
14//2017:00:00,1278.59,1279.78,1278.42,1278.80,1278.20,1279.39,1278.07,1278.39
14//2017:00:00,1277.80,1278.70,1277.77,1278.58,1277.41,1278.34,1277.38,1278.19
14//2017:00:00,1278.85,1279.00,1277.46,1277.77,1278.46,1278.66,1277.08,1277.38
14//2017:00:00,1280.42,1280.87,1278.28,1278.84,1280.03,1280.48,1277.90,1278.45
14//2017:00:00,1278.54,1282.71,1278.36,1280.43,1278.23,1282.32,1277.99,1280.04
14//2017:00:00,1273.40,1278.54,1273.40,1278.51,1273.01,1278.23,1273.01,1278.13
14//2017:00:00,1272.66,1273.83,1272.59,1273.39,1272.29,1273.47,1272.20,1273.00
14//2017:00:00,1273.45,1273.59,1271.98,1272.67,1273.09,1273.21,1271.65,1272.29
14//2017:00:00,1273.39,1273.70,1272.99,1273.46,1273.07,1273.34,1272.61,1273.09
14//2017:00:00,1273.69,1273.90,1272.95,1273.39,1273.30,1273.51,1272.57,1273.06
14//2017:00:00,1272.80,1274.06,1272.68,1273.70,1272.43,1273.68,1272.31,1273.31
14//2017:00:00,1273.22,1273.44,1272.50,1272.80,1272.96,1273.05,1272.12,1272.42
14//2017:00:00,1273.40,1273.44,1272.84,1273.22,1273.03,1273.07,1272.51,1272.92
14//2017:00:00,1273.06,1273.74,1273.04,1273.40,1272.72,1273.35,1272.66,1273.02
14//2017:00:00,1273.18,1273.34,1272.88,1273.07,1272.83,1272.96,1272.52,1272.72
14//2017:00:00,1273.04,1273.40,1272.77,1273.18,1272.72,1273.03,1272.42,1272.82
14//2017:00:00,1272.55,1273.30,1272.44,1273.12,1272.16,1272.92,1272.05,1272.73
14//2017:00:00,1271.72,1272.64,1271.26,1272.55,1271.33,1272.25,1270.85,1272.17
14//2017:00:00,1272.49,1272.79,1271.68,1271.71,1272.05,1272.43,1271.29,1271.33
14//2017:00:00,1272.86,1273.07,1271.98,1272.48,1272.51,1272.70,1271.64,1272.05
14//2017:00:00,1274.09,1274.11,1272.16,1272.86,1273.70,1273.76,1271.77,1272.49
14//2017:00:00,1274.03,1274.30,1273.86,1274.10,1273.65,1273.95,1273.54,1273.70
14//2017:00:00,1274.02,1274.61,1273.84,1274.04,1273.63,1274.24,1273.45,1273.68
14//2017:00:00,1274.90,1274.95,1273.10,1274.02,1274.43,1274.47,1272.76,1273.64
14//2017:00:00,1275.57,1275.57,1274.85,1274.89,1275.19,1275.19,1274.45,1274.48
14//2017:00:00,1276.34,1276.34,1275.36,1275.57,1275.95,1275.95,1274.97,1275.20
14//2017:00:00,1275.88,1276.68,1275.76,1276.36,1275.44,1276.31,1275.38,1275.97
14//2017:00:00,1275.51,1276.03,1275.50,1275.88,1275.18,1275.66,1275.15,1275.47
14//2017:00:00,1276.01,1276.12,1275.49,1275.54,1275.64,1275.75,1275.12,1275.18
14//2017:00:00,1274.90,1276.13,1274.89,1276.01,1274.52,1275.78,1274.52,1275.65
14//2017:00:00,1274.92,1274.93,1274.50,1274.91,1274.53,1274.57,1274.14,1274.52
14//2017:00:00,1275.14,1275.15,1274.69,1274.92,1274.77,1274.80,1274.33,1274.54
14//2017:00:00,1275.24,1275.43,1274.95,1275.14,1274.85,1275.08,1274.57,1274.78
14//2017:00:00,1274.24,1275.54,1274.07,1275.25,1273.87,1275.17,1273.70,1274.86
14//2017:00:00,1274.15,1274.40,1274.07,1274.23,1273.80,1274.06,1273.72,1273.87
14//2017:00:00,1273.87,1274.33,1273.54,1274.13,1273.49,1274.00,1273.17,1273.80
14//2017:00:00,1273.87,1273.98,1273.66,1273.88,1273.51,1273.60,1273.29,1273.49
14//2017:00:00,1274.29,1274.37,1273.87,1273.87,1273.90,1274.03,1273.50,1273.52
14//2017:00:00,1273.63,1274.28,1273.63,1274.28,1273.39,1273.93,1273.39,1273.90
14//2017:00:00,1273.72,1273.75,1273.55,1273.63,1273.38,1273.42,1273.16,1273.24
14//2017:00:00,1273.82,1274.04,1273.66,1273.72,1273.44,1273.66,1273.30,1273.37
14//2017:00:00,1273.27,1273.92,1273.22,1273.82,1272.94,1273.56,1272.86,1273.45
14//2017:00:00,1273.21,1273.39,1272.85,1273.32,1272.83,1273.05,1272.46,1272.94
14//2017:00:00,1273.51,1273.53,1273.15,1273.20,1273.14,1273.19,1272.80,1272.83
14//2017:00:00,1274.02,1274.15,1273.43,1273.53,1273.66,1273.77,1273.07,1273.14
14//2017:00:00,1273.92,1274.16,1273.90,1274.03,1273.53,1273.78,1273.53,1273.66
14//2017:00:00,1273.75,1274.06,1273.71,1273.89,1273.36,1273.68,1273.35,1273.50
14//2017:00:00,1273.92,1274.14,1273.71,1273.73,1273.55,1273.78,1273.36,1273.36
14//2017:00:00,1274.19,1274.19,1273.68,1273.91,1273.83,1273.83,1273.35,1273.55
14//2017:00:00,1274.34,1274.34,1274.00,1274.20,1273.96,1273.99,1273.63,1273.83
14//2017:00:00,1274.21,1274.35,1273.98,1274.34,1273.86,1273.98,1273.63,1273.97
14//2017:00:00,1273.72,1274.23,1273.52,1274.20,1273.35,1273.89,1273.16,1273.86
14//2017:00:00,1273.62,1273.73,1273.27,1273.73,1273.31,1273.35,1272.91,1273.35
14//2017:00:00,1272.36,1273.66,1272.36,1273.62,1271.99,1273.32,1271.99,1273.30
14//2017:00:00,1272.76,1272.96,1272.26,1272.36,1272.38,1272.58,1271.95,1271.97
14//2017:00:00,1272.74,1273.28,1272.64,1272.76,1272.41,1272.92,1272.27,1272.37
14//2017:00:00,1273.10,1273.14,1272.64,1272.74,1272.74,1272.81,1272.28,1272.40
14//2017:00:00,1273.34,1273.75,1273.02,1273.13,1273.02,1273.42,1272.65,1272.76
14//2017:00:00,1273.65,1273.91,1273.34,1273.34,1273.29,1273.59,1273.03,1273.03
14//2017:00:00,1273.65,1274.15,1273.56,1273.65,1273.27,1273.79,1273.19,1273.28
14//2017:00:00,1274.15,1274.25,1273.63,1273.65,1273.77,1273.87,1273.25,1273.28
14//2017:00:00,1274.29,1274.47,1273.93,1274.15,1273.91,1274.11,1273.56,1273.76
14//2017:00:00,1273.96,1274.35,1273.93,1274.27,1273.59,1274.01,1273.57,1273.91
14//2017:00:00,1274.07,1274.16,1273.54,1273.96,1273.71,1273.77,1273.19,1273.60
14//2017:00:00,1273.65,1274.32,1273.56,1274.07,1273.29,1273.95,1273.19,1273.70
14//2017:00:00,1273.45,1273.69,1273.18,1273.65,1273.10,1273.35,1272.83,1273.30
14//2017:00:00,1273.60,1273.68,1273.37,1273.47,1273.23,1273.31,1273.00,1273.10
14//2017:00:00,1273.38,1273.64,1273.17,1273.62,1273.02,1273.26,1272.82,1273.23
14//2017:00:00,1273.48,1273.59,1273.18,1273.39,1273.10,1273.23,1272.81,1273.02
14//2017:00:00,1274.12,1274.18,1273.45,1273.48,1273.74,1273.82,1273.09,1273.11
14//2017:00:00,1273.65,1274.25,1273.58,1274.08,1273.33,1273.93,1273.24,1273.74
14//2017:00:00,1273.33,1273.95,1273.32,1273.67,1272.94,1273.62,1272.92,1273.33
14//2017:00:00,1272.95,1273.36,1272.94,1273.31,1272.59,1272.99,1272.58,1272.94
14//2017:00:00,1272.93,1273.04,1272.63,1272.95,1272.57,1272.67,1272.26,1272.58
14//2017:00:00,1273.01,1273.09,1272.72,1272.92,1272.63,1272.73,1272.34,1272.57
14//2017:00:00,1272.74,1273.05,1272.71,1273.01,1272.38,1272.68,1272.35,1272.65
14//2017:00:00,1272.84,1272.86,1272.55,1272.74,1272.47,1272.50,1272.18,1272.39
14//2017:00:00,1272.79,1273.14,1272.64,1272.84,1272.44,1272.75,1272.28,1272.46
14//2017:00:00,1272.76,1272.96,1272.60,1272.81,1272.37,1272.58,1272.26,1272.44
14//2017:00:00,1272.62,1272.85,1272.43,1272.75,1272.24,1272.46,1272.06,1272.36
14//2017:00:00,1272.46,1272.91,1272.45,1272.62,1272.08,1272.55,1272.06,1272.26
14//2017:00:00,1272.73,1272.96,1272.22,1272.45,1272.39,1272.59,1271.86,1272.08
14//2017:00:00,1272.57,1272.94,1272.52,1272.73,1272.20,1272.57,1272.15,1272.37
14//2017:00:00,1272.05,1272.70,1271.87,1272.57,1271.67,1272.31,1271.48,1272.19
14//2017:00:00,1272.49,1272.56,1271.94,1272.05,1272.17,1272.24,1271.58,1271.68
14//2017:00:00,1272.63,1272.88,1272.45,1272.49,1272.31,1272.55,1272.17,1272.18
14//2017:00:00,1272.17,1272.89,1272.05,1272.63,1271.81,1272.53,1271.70,1272.32
14//2017:00:00,1272.15,1272.29,1271.54,1272.17,1271.78,1271.93,1271.24,1271.82
14//2017:00:00,1273.79,1273.80,1270.12,1272.15,1273.39,1273.39,1269.81,1271.79
14//2017:00:00,1276.46,1276.46,1272.95,1273.79,1276.16,1276.16,1272.57,1273.38
14//2017:00:00,1276.84,1276.97,1276.36,1276.46,1276.48,1276.63,1276.04,1276.14
14//2017:00:00,1276.77,1276.87,1276.41,1276.77,1276.46,1276.52,1276.05,1276.45
14//2017:00:00,1276.66,1276.86,1276.66,1276.78,1276.31,1276.52,1276.28,1276.46
14//2017:00:00,1277.17,1277.19,1276.56,1276.66,1276.78,1276.81,1276.25,1276.30
14//2017:00:00,1277.15,1277.30,1277.04,1277.18,1276.79,1276.93,1276.67,1276.79
14//2017:00:00,1277.13,1277.26,1276.65,1277.15,1276.74,1276.90,1276.31,1276.78
14//2017:00:00,1277.36,1277.46,1277.03,1277.13,1276.98,1277.10,1276.64,1276.75
14//2017:00:00,1277.37,1277.46,1277.14,1277.36,1276.98,1277.07,1276.75,1276.97
14//2017:00:00,1277.26,1277.53,1277.03,1277.37,1276.88,1277.16,1276.70,1276.99
14//2017:00:00,1277.16,1277.27,1277.02,1277.26,1276.78,1276.93,1276.64,1276.89
14//2017:00:00,1276.76,1277.29,1276.76,1277.17,1276.38,1276.94,1276.38,1276.78
14//2017:00:00,1276.58,1276.78,1276.33,1276.76,1276.18,1276.45,1275.95,1276.40
14//2017:00:00,1276.67,1276.75,1276.58,1276.58,1276.29,1276.37,1276.19,1276.22
14//2017:00:00,1276.76,1276.78,1276.65,1276.68,1276.39,1276.39,1276.28,1276.29
14//2017:00:00,1276.67,1276.82,1276.56,1276.77,1276.29,1276.47,1276.18,1276.39
14//2017:00:00,1276.79,1276.86,1276.66,1276.66,1276.40,1276.50,1276.28,1276.29
14//2017:00:00,1276.97,1276.97,1276.74,1276.78,1276.60,1276.60,1276.40,1276.40
14//2017:00:00,1276.87,1277.13,1276.83,1276.98,1276.54,1276.76,1276.48,1276.60
14//2017:00:00,1276.57,1276.87,1276.56,1276.87,1276.21,1276.51,1276.19,1276.51
14//2017:00:00,1276.76,1276.80,1276.56,1276.57,1276.39,1276.42,1276.20,1276.22
14//2017:00:00,1276.77,1276.94,1276.67,1276.76,1276.38,1276.58,1276.29,1276.41
14//2017:00:00,1276.66,1276.86,1276.66,1276.77,1276.30,1276.51,1276.29,1276.39
14//2017:00:00,1276.79,1276.80,1276.56,1276.68,1276.41,1276.44,1276.19,1276.30
14//2017:00:00,1277.05,1277.15,1276.77,1276.80,1276.69,1276.79,1276.39,1276.41
14//2017:00:00,1277.13,1277.25,1276.97,1277.07,1276.75,1276.90,1276.59,1276.69
14//2017:00:00,1276.97,1277.17,1276.87,1277.13,1276.61,1276.81,1276.51,1276.73
14//2017:00:00,1276.96,1277.01,1276.85,1276.96,1276.60,1276.63,1276.48,1276.61
14//2017:00:00,1276.79,1276.98,1276.75,1276.97,1276.41,1276.61,1276.40,1276.60
14//2017:00:00,1276.87,1276.94,1276.70,1276.78,1276.51,1276.59,1276.34,1276.41
14//2017:00:00,1276.89,1277.05,1276.78,1276.88,1276.52,1276.71,1276.42,1276.51
14//2017:00:00,1276.87,1276.93,1276.71,1276.88,1276.53,1276.55,1276.33,1276.52
14//2017:00:00,1276.69,1276.92,1276.69,1276.88,1276.33,1276.55,1276.33,1276.53
14//2017:00:00,1276.68,1276.72,1276.49,1276.68,1276.31,1276.35,1276.18,1276.33
14//2017:00:00,1276.76,1276.80,1276.66,1276.69,1276.40,1276.41,1276.30,1276.31
14//2017:00:00,1276.57,1276.78,1276.49,1276.75,1276.20,1276.41,1276.11,1276.40
14//2017:00:00,1276.70,1276.76,1276.45,1276.59,1276.39,1276.39,1276.09,1276.20
13//2017:00:00,1276.76,1276.89,1276.63,1276.69,1276.39,1276.50,1276.29,1276.32
13//2017:00:00,1276.78,1276.85,1276.73,1276.75,1276.42,1276.48,1276.38,1276.39
13//2017:00:00,1276.86,1276.98,1276.76,1276.78,1276.50,1276.59,1276.40,1276.41
13//2017:00:00,1276.95,1276.99,1276.85,1276.88,1276.59,1276.62,1276.49,1276.50
13//2017:00:00,1277.08,1277.09,1276.93,1276.94,1276.70,1276.72,1276.59,1276.59
13//2017:00:00,1276.79,1277.08,1276.76,1277.07,1276.41,1276.71,1276.41,1276.70
13//2017:00:00,1276.98,1277.10,1276.76,1276.80,1276.63,1276.74,1276.40,1276.42
13//2017:00:00,1276.96,1277.08,1276.87,1276.97,1276.62,1276.73,1276.56,1276.63
13//2017:00:00,1276.75,1276.97,1276.64,1276.95,1276.41,1276.62,1276.29,1276.62
13//2017:00:00,1276.55,1276.87,1276.52,1276.76,1276.18,1276.50,1276.15,1276.41
13//2017:00:00,1276.55,1276.62,1276.45,1276.55,1276.16,1276.25,1276.07,1276.16
13//2017:00:00,1276.54,1276.65,1276.44,1276.54,1276.25,1276.27,1276.06,1276.16
13//2017:00:00,1276.56,1276.78,1276.54,1276.55,1276.23,1276.40,1276.21,1276.25
13//2017:00:00,1276.70,1276.76,1276.53,1276.57,1276.36,1276.38,1276.21,1276.23
