Date,open,high,low,close
29/11/2017 16:00:00,1285.40,1285.55,1283.29,1284.70
29/11/2017 15:00:00,1284.84,1285.53,1283.85,1285.40
29/11/2017 14:00:00,1283.85,1285.30,1283.85,1284.85
29/11/2017 13:00:00,1282.88,1284.55,1282.31,1283.85
29/11/2017 12:00:00,1285.52,1285.60,1282.39,1282.89
29/11/2017 11:00:00,1285.71,1286.58,1282.93,1285.54
29/11/2017 10:00:00,1284.32,1288.66,1283.28,1285.70
29/11/2017 09:00:00,1288.21,1288.55,1284.12,1284.27
29/11/2017 08:00:00,1294.70,1294.89,1285.91,1288.18
29/11/2017 07:00:00,1294.85,1295.29,1293.83,1294.71
29/11/2017 06:00:00,1294.97,1295.40,1293.88,1294.85
29/11/2017 05:00:00,1294.80,1295.54,1294.27,1294.96
29/11/2017 04:00:00,1296.29,1296.30,1294.23,1294.81
29/11/2017 03:00:00,1296.08,1296.81,1295.90,1296.30
29/11/2017 02:00:00,1295.75,1296.95,1295.39,1296.08
29/11/2017 01:00:00,1295.34,1296.17,1295.17,1295.74
29/11/2017 00:00:00,1295.83,1296.19,1295.24,1295.35
28/11/2017 23:00:00,1295.80,1296.25,1295.19,1295.85
28/11/2017 22:00:00,1295.24,1296.29,1294.96,1295.79
28/11/2017 21:00:00,1293.51,1295.29,1293.17,1295.24
28/11/2017 20:00:00,1294.14,1294.41,1293.27,1293.51
28/11/2017 19:00:00,1294.26,1294.57,1293.68,1294.15
28/11/2017 18:00:00,1294.55,1294.55,1293.40,1294.28
28/11/2017 16:00:00,1293.64,1294.64,1293.34,1294.11
28/11/2017 15:00:00,1292.46,1294.07,1292.38,1293.65
28/11/2017 14:00:00,1295.86,1296.12,1291.88,1292.45
28/11/2017 13:00:00,1294.77,1296.99,1292.32,1295.85
28/11/2017 12:00:00,1296.02,1297.11,1293.15,1294.77
28/11/2017 11:00:00,1295.19,1297.26,1294.02,1296.01
28/11/2017 10:00:00,1293.15,1297.78,1291.21,1295.20
28/11/2017 09:00:00,1295.55,1296.56,1290.93,1293.11
28/11/2017 08:00:00,1295.78,1296.92,1295.40,1295.55
28/11/2017 07:00:00,1294.77,1296.02,1294.54,1295.78
28/11/2017 06:00:00,1293.47,1295.46,1293.14,1294.77
28/11/2017 05:00:00,1294.02,1294.11,1292.86,1293.47
28/11/2017 04:00:00,1293.42,1294.19,1292.94,1294.06
28/11/2017 03:00:00,1293.27,1294.32,1292.63,1293.38
28/11/2017 02:00:00,1294.19,1294.28,1292.69,1293.24
28/11/2017 01:00:00,1294.58,1294.91,1294.09,1294.16
28/11/2017 00:00:00,1294.22,1295.09,1293.96,1294.58
27/11/2017 23:00:00,1294.47,1294.52,1293.30,1294.22
27/11/2017 22:00:00,1294.11,1294.71,1293.90,1294.48
27/11/2017 21:00:00,1293.97,1294.91,1293.56,1294.10
27/11/2017 20:00:00,1296.13,1296.15,1293.82,1293.98
27/11/2017 19:00:00,1294.81,1297.05,1294.28,1296.14
27/11/2017 18:00:00,1295.45,1295.45,1294.01,1294.79
27/11/2017 16:00:00,1294.21,1294.77,1293.72,1294.67
27/11/2017 15:00:00,1295.46,1295.46,1293.90,1294.19
27/11/2017 14:00:00,1294.58,1295.46,1294.37,1295.45
27/11/2017 13:00:00,1295.86,1296.17,1294.26,1294.66
27/11/2017 12:00:00,1295.89,1296.56,1295.06,1295.84
27/11/2017 11:00:00,1295.44,1297.90,1294.89,1295.89
27/11/2017 10:00:00,1295.20,1295.89,1292.44,1295.41
27/11/2017 09:00:00,1298.60,1299.47,1293.23,1295.14
27/11/2017 08:00:00,1295.50,1298.90,1294.90,1298.59
27/11/2017 07:00:00,1294.53,1296.15,1293.35,1295.50
27/11/2017 06:00:00,1294.41,1296.00,1293.86,1294.57
27/11/2017 05:00:00,1292.35,1296.21,1292.26,1294.42
27/11/2017 04:00:00,1292.03,1292.54,1291.34,1292.35
27/11/2017 03:00:00,1291.14,1293.35,1290.90,1292.01
27/11/2017 02:00:00,1290.46,1291.43,1289.84,1291.15
27/11/2017 01:00:00,1290.51,1291.65,1290.27,1290.46
27/11/2017 00:00:00,1290.64,1290.94,1290.16,1290.51
26/11/2017 23:00:00,1290.10,1290.97,1289.83,1290.65
26/11/2017 22:00:00,1289.83,1290.34,1289.22,1290.11
26/11/2017 21:00:00,1289.38,1290.51,1288.92,1289.82
26/11/2017 20:00:00,1287.40,1289.62,1287.01,1289.37
26/11/2017 19:00:00,1287.67,1288.45,1287.03,1287.40
26/11/2017 18:00:00,1289.23,1289.76,1287.55,1287.67
24/11/2017 13:00:00,1288.56,1288.88,1288.17,1288.88
24/11/2017 12:00:00,1288.69,1289.07,1287.96,1288.56
24/11/2017 11:00:00,1289.04,1289.49,1287.97,1288.69
24/11/2017 10:00:00,1290.31,1290.99,1287.44,1289.04
24/11/2017 09:00:00,1288.62,1291.60,1288.58,1290.31
24/11/2017 08:00:00,1288.80,1289.82,1287.76,1288.62
24/11/2017 07:00:00,1287.50,1289.67,1287.44,1288.80
24/11/2017 06:00:00,1289.52,1289.62,1285.90,1287.50
24/11/2017 05:00:00,1289.94,1290.65,1289.15,1289.52
24/11/2017 04:00:00,1291.09,1291.44,1288.91,1289.94
24/11/2017 03:00:00,1291.44,1291.97,1290.80,1291.09
24/11/2017 02:00:00,1291.06,1291.62,1289.88,1291.44
24/11/2017 01:00:00,1291.92,1292.32,1290.82,1291.06
24/11/2017 00:00:00,1292.04,1292.63,1291.83,1291.92
23/11/2017 23:00:00,1292.06,1292.14,1291.55,1292.04
23/11/2017 22:00:00,1292.93,1293.01,1291.45,1292.06
23/11/2017 21:00:00,1292.25,1293.49,1292.26,1292.93
23/11/2017 20:00:00,1290.37,1292.97,1289.90,1292.25
23/11/2017 19:00:00,1291.56,1291.83,1289.91,1290.37
23/11/2017 18:00:00,1291.60,1292.75,1290.85,1291.56
23/11/2017 13:00:00,1291.47,1292.05,1291.47,1291.60
23/11/2017 12:00:00,1291.43,1291.79,1291.07,1291.47
23/11/2017 11:00:00,1291.56,1291.79,1290.94,1291.43
23/11/2017 10:00:00,1291.44,1292.24,1289.23,1291.56
23/11/2017 09:00:00,1292.19,1292.32,1291.10,1291.44
23/11/2017 08:00:00,1291.79,1293.06,1291.70,1292.19
23/11/2017 07:00:00,1291.99,1292.47,1291.02,1291.79
23/11/2017 06:00:00,1292.16,1293.44,1291.38,1291.99
23/11/2017 05:00:00,1288.74,1293.84,1288.59,1292.16
23/11/2017 04:00:00,1290.09,1290.36,1287.18,1288.74
23/11/2017 03:00:00,1289.58,1290.39,1289.38,1290.09
23/11/2017 02:00:00,1289.94,1291.00,1289.43,1289.58
23/11/2017 01:00:00,1289.54,1290.74,1288.87,1289.94
23/11/2017 00:00:00,1290.14,1290.17,1289.21,1289.54
22/11/2017 23:00:00,1290.00,1290.42,1289.77,1290.14
22/11/2017 22:00:00,1290.21,1290.72,1289.79,1290.00
22/11/2017 21:00:00,1290.07,1290.71,1289.86,1290.21
22/11/2017 20:00:00,1291.51,1291.69,1289.99,1290.07
22/11/2017 19:00:00,1291.14,1291.82,1290.86,1291.51
22/11/2017 18:00:00,1292.95,1292.55,1290.74,1291.14
22/11/2017 16:00:00,1291.70,1292.95,1291.50,1292.95
22/11/2017 15:00:00,1294.48,1294.60,1291.58,1291.70
22/11/2017 14:00:00,1291.66,1294.94,1291.33,1294.48
22/11/2017 13:00:00,1291.25,1292.85,1290.95,1291.66
22/11/2017 12:00:00,1291.10,1291.89,1290.49,1291.25
22/11/2017 11:00:00,1288.83,1292.11,1288.84,1291.10
22/11/2017 10:00:00,1288.27,1290.36,1286.89,1288.83
22/11/2017 09:00:00,1285.65,1288.82,1285.64,1288.27
22/11/2017 08:00:00,1284.81,1287.15,1284.37,1285.65
22/11/2017 07:00:00,1283.96,1285.12,1283.40,1284.81
22/11/2017 06:00:00,1284.24,1284.96,1283.68,1283.96
22/11/2017 05:00:00,1283.43,1284.62,1282.88,1284.24
22/11/2017 04:00:00,1285.26,1285.60,1282.47,1283.43
22/11/2017 03:00:00,1283.65,1286.80,1283.24,1285.26
22/11/2017 02:00:00,1282.92,1284.78,1282.04,1283.65
22/11/2017 01:00:00,1281.90,1283.72,1281.66,1282.92
22/11/2017 00:00:00,1280.64,1282.21,1280.46,1281.90
21/11/2017 23:00:00,1280.10,1281.11,1280.00,1280.64
21/11/2017 22:00:00,1279.65,1280.35,1279.33,1280.10
21/11/2017 21:00:00,1281.57,1281.61,1279.63,1279.65
21/11/2017 20:00:00,1282.04,1282.65,1280.96,1281.57
21/11/2017 19:00:00,1282.25,1282.67,1281.58,1282.04
21/11/2017 18:00:00,1281.45,1282.29,1280.79,1282.25
21/11/2017 16:00:00,1279.95,1281.45,1279.95,1281.45
21/11/2017 15:00:00,1280.99,1281.64,1279.61,1279.95
21/11/2017 14:00:00,1281.79,1281.99,1280.07,1280.99
21/11/2017 13:00:00,1282.56,1282.86,1280.13,1281.79
21/11/2017 12:00:00,1282.96,1283.97,1281.84,1282.56
21/11/2017 11:00:00,1281.82,1283.74,1281.30,1282.96
21/11/2017 10:00:00,1282.99,1285.00,1281.59,1281.82
21/11/2017 09:00:00,1276.96,1283.95,1276.88,1282.99
21/11/2017 08:00:00,1278.16,1279.13,1276.48,1276.96
21/11/2017 07:00:00,1278.11,1279.43,1277.24,1278.16
21/11/2017 06:00:00,1280.46,1280.46,1277.99,1278.11
21/11/2017 05:00:00,1280.68,1281.11,1280.18,1280.46
21/11/2017 04:00:00,1280.40,1281.11,1280.09,1280.68
21/11/2017 03:00:00,1280.30,1281.69,1280.09,1280.40
21/11/2017 02:00:00,1280.66,1281.44,1279.75,1280.30
21/11/2017 01:00:00,1280.06,1281.14,1280.06,1280.66
21/11/2017 00:00:00,1280.32,1280.42,1279.65,1280.06
20/11/2017 23:00:00,1280.42,1280.52,1279.78,1280.32
20/11/2017 22:00:00,1280.20,1280.69,1280.02,1280.42
20/11/2017 21:00:00,1279.76,1280.40,1279.13,1280.20
20/11/2017 20:00:00,1279.17,1280.21,1279.04,1279.76
20/11/2017 19:00:00,1279.58,1279.85,1278.86,1279.17
20/11/2017 18:00:00,1277.85,1279.58,1277.21,1279.58
20/11/2017 16:00:00,1277.52,1278.18,1276.61,1277.85
20/11/2017 15:00:00,1276.65,1278.11,1276.62,1277.52
20/11/2017 14:00:00,1276.60,1277.08,1274.95,1276.65
20/11/2017 13:00:00,1276.82,1277.50,1274.84,1276.60
20/11/2017 12:00:00,1279.77,1279.85,1276.64,1276.82
20/11/2017 11:00:00,1285.56,1286.35,1278.52,1279.77
20/11/2017 10:00:00,1286.67,1287.32,1284.66,1285.56
20/11/2017 09:00:00,1289.76,1290.18,1286.06,1286.67
20/11/2017 08:00:00,1293.05,1293.86,1288.90,1289.76
20/11/2017 07:00:00,1290.98,1293.08,1290.55,1293.05
20/11/2017 06:00:00,1291.79,1292.32,1290.72,1290.98
20/11/2017 05:00:00,1291.88,1292.44,1291.39,1291.79
20/11/2017 04:00:00,1291.64,1292.53,1291.27,1291.88
20/11/2017 03:00:00,1291.24,1292.79,1290.45,1291.64
20/11/2017 02:00:00,1291.24,1292.35,1290.30,1291.24
20/11/2017 01:00:00,1291.67,1292.31,1290.73,1291.24
20/11/2017 00:00:00,1292.36,1292.46,1291.22,1291.67
19/11/2017 23:00:00,1291.85,1292.63,1291.81,1292.36
19/11/2017 22:00:00,1291.92,1292.24,1291.39,1291.85
19/11/2017 21:00:00,1292.48,1292.77,1291.42,1291.92
19/11/2017 20:00:00,1293.91,1293.92,1291.59,1292.48
19/11/2017 19:00:00,1293.85,1294.42,1292.51,1293.91
19/11/2017 18:00:00,1295.08,1294.98,1292.31,1293.85
17/11/2017 16:00:00,1294.04,1295.13,1293.82,1295.08
17/11/2017 15:00:00,1294.12,1295.64,1293.94,1294.04
17/11/2017 14:00:00,1294.16,1294.46,1293.35,1294.12
17/11/2017 13:00:00,1293.73,1297.29,1293.63,1294.14
17/11/2017 12:00:00,1290.23,1294.03,1289.80,1293.70
17/11/2017 11:00:00,1287.34,1290.47,1287.34,1290.22
17/11/2017 10:00:00,1285.61,1287.75,1284.32,1287.34
17/11/2017 09:00:00,1284.25,1287.34,1284.10,1285.60
17/11/2017 08:00:00,1282.32,1285.02,1281.84,1284.25
17/11/2017 07:00:00,1283.31,1283.61,1281.81,1282.32
17/11/2017 06:00:00,1284.21,1284.54,1282.90,1283.30
17/11/2017 05:00:00,1283.53,1284.51,1283.35,1284.22
17/11/2017 04:00:00,1282.24,1283.93,1281.93,1283.53
17/11/2017 03:00:00,1282.28,1283.39,1281.62,1282.24
17/11/2017 02:00:00,1282.78,1283.16,1281.34,1282.29
17/11/2017 01:00:00,1282.15,1283.41,1282.05,1282.78
17/11/2017 00:00:00,1282.91,1283.47,1281.65,1282.15
16/11/2017 23:00:00,1283.38,1283.90,1282.60,1282.92
16/11/2017 22:00:00,1283.53,1283.78,1282.44,1283.39
16/11/2017 21:00:00,1283.58,1284.31,1282.80,1283.53
16/11/2017 20:00:00,1280.20,1283.87,1279.71,1283.56
